IWA,activity_share_user
4.A.1.a.1.I01,0.006619369340330117
4.A.1.a.1.I02,0.012944884048334281
4.A.1.a.1.I03,0.0013510912429799927
4.A.1.a.1.I04,0.23425875784886804
4.A.1.a.1.I05,0.002160866474002267
4.A.1.a.1.I06,0.0035184811685604464
4.A.1.a.1.I07,0.17685259117636237
4.A.1.a.1.I08,0.002748414571027018
4.A.1.a.1.I09,0.001335941486020774
4.A.1.a.1.I10,0.00031526690280026285
4.A.1.a.1.I11,0.0028669264995803347
4.A.1.a.1.I12,0.0003589203058316875
4.A.1.a.1.I13,0.0009273585270568165
4.A.1.a.1.I14,0.00036947294809051455
4.A.1.a.1.I15,0.011244711399432263
4.A.1.a.1.I16,0.006285307222335769
4.A.1.a.1.I17,0.0034675905716016965
4.A.1.a.1.I18,0.02099673428339343
4.A.1.a.1.I19,0.019391573788065445
4.A.1.a.1.I20,0.0075867448822230996
4.A.1.a.1.I21,0.0011247888704083294
4.A.1.a.1.I22,0.0007363672141454178
4.A.1.a.1.I23,0.00029622609884088087
4.A.1.a.2.I01,0.00030269582787665624
4.A.1.a.2.I02,0.00023565079264611103
4.A.1.a.2.I03,0.0007160600931149765
4.A.1.a.2.I04,0.00014942541438499275
4.A.1.a.2.I05,0.00020215025243455105
4.A.1.a.2.I06,0.0006358062894054815
4.A.1.a.2.I07,4.738328240436288e-05
4.A.1.a.2.I08,0.007194584276547628
4.A.1.a.2.I09,0.00031013256267578625
4.A.1.a.2.I10,0.00035417039584834234
4.A.1.a.2.I11,2.486586248625457e-05
4.A.1.b.1.I01,0.00026721592594025053
4.A.1.b.1.I02,0.0012034765627191985
4.A.1.b.2.I01,2.4980982219987227e-05
4.A.1.b.2.I02,0.00029443790564356685
4.A.1.b.2.I03,0.00035869774101313757
4.A.1.b.2.I04,0.00015552676027282372
4.A.1.b.2.I05,0.0005053449324907154
4.A.1.b.2.I06,0.0001398935004319285
4.A.1.b.2.I07,5.433651432181555e-05
4.A.1.b.2.I08,0.0004146543039514817
4.A.1.b.2.I09,0.00012571074923606475
4.A.1.b.2.I10,0.0006979325723765402
4.A.1.b.2.I11,1.4505086450315166e-05
4.A.1.b.2.I12,0.0010281036433707263
4.A.1.b.3.I01,0.0006174562038484953
4.A.1.b.3.I02,0.00047051737571212796
4.A.1.b.3.I03,0.006216603765244118
4.A.1.b.3.I04,0.0005993210084611435
4.A.1.b.3.I05,8.122848412176494e-05
4.A.2.a.1.I01,0.0009054397297541184
4.A.2.a.1.I02,0.0022339214570290143
4.A.2.a.1.I03,0.000310731185291196
4.A.2.a.1.I04,0.0003590814734589132
4.A.2.a.1.I05,0.0004170711206645117
4.A.2.a.1.I06,0.0002567400301705785
4.A.2.a.1.I07,0.01736552019691308
4.A.2.a.1.I08,0.0008550403103259596
4.A.2.a.1.I09,0.00039377856120593693
4.A.2.a.1.I10,0.00038251217659796704
4.A.2.a.2.I01,0.0026410308834011933
4.A.2.a.2.I02,0.0005360435281527582
4.A.2.a.2.I03,0.0034247890545998916
4.A.2.a.2.I04,0.00013660875069608993
4.A.2.a.2.I05,0.0015583758355390198
4.A.2.a.3.I01,0.002216914435032243
4.A.2.a.3.I02,1.7267960059899007e-05
4.A.2.a.3.I03,0.00022500535690494176
4.A.2.a.3.I04,7.736046106834756e-05
4.A.2.a.4.I01,0.00034876674531646683
4.A.2.a.4.I02,0.0030373267294514163
4.A.2.a.4.I03,0.0008731678310643959
4.A.2.a.4.I04,0.00911219507852388
4.A.2.a.4.I05,0.001584892445237465
4.A.2.a.4.I06,0.0011421642755530448
4.A.2.a.4.I07,0.0003657967912599849
4.A.2.a.4.I08,0.004958529267120125
4.A.2.a.4.I09,0.006341992179225721
4.A.2.a.4.I10,0.002920081117969162
4.A.2.a.4.I11,0.002853657031605416
4.A.2.a.4.I12,0.003107704655397361
4.A.2.b.1.I01,0.006538754828121588
4.A.2.b.1.I02,0.009106294668898545
4.A.2.b.1.I03,1.998478577598978e-05
4.A.2.b.1.I04,0.004769565456913126
4.A.2.b.1.I05,3.5456877989659296e-05
4.A.2.b.1.I06,0.00023981742931187741
4.A.2.b.1.I07,0.026138534166615872
4.A.2.b.1.I08,0.000487456023564016
4.A.2.b.1.I09,0.011961439884698236
4.A.2.b.1.I10,0.008722952234826999
4.A.2.b.1.I11,0.0004063035882360503
4.A.2.b.2.I01,0.0002456194638920035
4.A.2.b.2.I02,0.0014226957173617064
4.A.2.b.2.I03,0.0005424283530306011
4.A.2.b.2.I04,0.0010835990296787828
4.A.2.b.2.I05,0.00010266377854278623
4.A.2.b.2.I06,0.00019280253005545903
4.A.2.b.2.I07,0.00028710861592925405
4.A.2.b.2.I08,4.81891205404915e-05
4.A.2.b.2.I09,0.0004067570902174215
4.A.2.b.2.I10,3.191119019069337e-05
4.A.2.b.2.I11,0.0002841922493413601
4.A.2.b.2.I12,0.00333432029318385
4.A.2.b.2.I13,0.0015385982652837491
4.A.2.b.2.I14,2.4712369507944357e-05
4.A.2.b.2.I15,0.00037967974812828193
4.A.2.b.2.I16,0.000250615660336001
4.A.2.b.2.I17,2.9086919389785436e-05
4.A.2.b.2.I18,0.02221899768896254
4.A.2.b.2.I19,0.0001611906511724706
4.A.2.b.2.I20,6.689293764294696e-05
4.A.2.b.2.I21,0.001893243791669496
4.A.2.b.2.I22,0.03201184970515362
4.A.2.b.2.I23,0.0006558371230749641
4.A.2.b.2.I24,9.0276895193152e-05
4.A.2.b.2.I25,0.0176816761782726
4.A.2.b.2.I26,0.0006198737182568812
4.A.2.b.2.I27,0.00038532828973009787
4.A.2.b.3.I01,0.00813793677194438
4.A.2.b.4.I01,0.00032710260681869215
4.A.2.b.4.I02,3.868023053417378e-06
4.A.2.b.4.I03,0.0008410424483994242
4.A.2.b.5.I01,0.0002000320493338701
4.A.2.b.5.I02,0.00012957877228948216
4.A.2.b.5.I03,0.0006351616188965786
4.A.2.b.6.I01,0.0013464552720151624
4.A.2.b.6.I02,0.002050358721247969
4.A.3.a.1.I01,0.001719911845912687
4.A.3.a.1.I02,7.542644954163886e-05
4.A.3.a.1.I03,0.000379066259234903
4.A.3.a.1.I04,0.00012976296386345442
4.A.3.a.1.I05,0.00039615002772082976
4.A.3.a.1.I06,6.446705089028962e-06
4.A.3.a.1.I07,0.00012297089957322746
4.A.3.a.1.I08,0.0004106551141711448
4.A.3.a.1.I09,4.0936577315333914e-05
4.A.3.a.1.I10,5.060663494887736e-05
4.A.3.a.1.I11,0.0011233613857100436
4.A.3.a.1.I12,0.0
4.A.3.a.1.I13,0.0
4.A.3.a.1.I14,4.512693562320274e-05
4.A.3.a.1.I15,6.188836885467804e-05
4.A.3.a.1.I16,0.001145901829574898
4.A.3.a.1.I17,0.0003728037457198462
4.A.3.a.2.I01,0.0002975154398586866
4.A.3.a.2.I02,7.800513157725045e-05
4.A.3.a.2.I03,0.0017224444800548065
4.A.3.a.2.I04,0.00041505268799973234
4.A.3.a.2.I05,2.5464485101664403e-05
4.A.3.a.2.I06,6.769040343480412e-05
4.A.3.a.2.I07,0.00037407773743982085
4.A.3.a.2.I08,0.0012809679758389722
4.A.3.a.2.I09,0.004906710037642591
4.A.3.a.2.I10,0.0001305457780528365
4.A.3.a.2.I11,3.706855426191654e-05
4.A.3.a.2.I12,0.0004070480291808548
4.A.3.a.2.I13,5.866501631016357e-05
4.A.3.a.2.I14,0.00011894170889258435
4.A.3.a.2.I15,9.573357057208012e-05
4.A.3.a.2.I16,3.840394317321539e-05
4.A.3.a.2.I17,0.0
4.A.3.a.2.I18,0.0
4.A.3.a.2.I19,0.00046748588939050136
4.A.3.a.2.I20,3.259493163952977e-05
4.A.3.a.2.I21,0.0003165332198713221
4.A.3.a.2.I22,0.0005235491997183066
4.A.3.a.2.I23,4.5126935623202735e-05
4.A.3.a.2.I24,2.901017290063033e-05
4.A.3.a.2.I25,1.934011526708689e-05
4.A.3.a.2.I26,9.670057633543444e-06
4.A.3.a.2.I27,0.000115058336541336
4.A.3.a.2.I28,0.0021992704171754853
4.A.3.a.2.I29,2.4175144083858605e-05
4.A.3.a.2.I30,3.0161370237956932e-05
4.A.3.a.2.I31,0.00016825900282365594
4.A.3.a.2.I32,8.767518921079391e-05
4.A.3.a.2.I33,0.000630165422452581
4.A.3.a.2.I34,0.0007368814156227571
4.A.3.a.2.I35,3.771322477081943e-05
4.A.3.a.2.I36,0.0003044840210739702
4.A.3.a.2.I37,2.2563467811601367e-05
4.A.3.a.2.I38,1.934011526708689e-05
4.A.3.a.2.I39,0.0002401397645663288
4.A.3.a.2.I40,6.285537461803239e-06
4.A.3.a.2.I41,0.00021456015973093175
4.A.3.a.2.I42,4.802795291326577e-05
4.A.3.a.2.I43,5.5625855339621346e-05
4.A.3.a.2.I44,0.00016825900282365592
4.A.3.a.2.I45,0.0010124627088809153
4.A.3.a.2.I46,0.0035411911523968
4.A.3.a.2.I47,6.787459500877636e-05
4.A.3.a.3.I01,0.0005328431995549902
4.A.3.a.3.I02,2.3254186213997328e-05
4.A.3.a.3.I03,0.0
4.A.3.a.3.I04,4.061424206088247e-05
4.A.3.a.3.I05,0.0002943458098565807
4.A.3.a.3.I06,2.256346781160137e-05
4.A.3.a.3.I07,0.0
4.A.3.a.3.I08,3.223352544514481e-06
4.A.3.a.3.I09,5.27248380495583e-05
4.A.3.a.3.I10,0.00046319576064673094
4.A.3.a.3.I11,1.4850445651513146e-05
4.A.3.a.3.I12,2.0951791539344126e-05
4.A.3.a.4.I01,7.091375597931859e-05
4.A.3.b.1.I01,0.008742253976849516
4.A.3.b.1.I02,0.000942991786897712
4.A.3.b.1.I03,0.0019327305580351549
4.A.3.b.1.I04,0.010771010439810895
4.A.3.b.1.I05,0.00573693053337579
4.A.3.b.1.I06,0.007240655891682798
4.A.3.b.4.I01,0.0005750998164837918
4.A.3.b.4.I02,0.0006235191764917485
4.A.3.b.4.I03,0.00020045415502422314
4.A.3.b.4.I04,0.0013014209151988078
4.A.3.b.4.I05,0.0001808531016940089
4.A.3.b.4.I06,0.00028545856641241924
4.A.3.b.4.I07,0.00022809824041789266
4.A.3.b.4.I08,0.00040301116385129624
4.A.3.b.4.I09,1.0959398651349236e-05
4.A.3.b.6.I01,0.0005512393330054693
4.A.3.b.6.I02,5.7237531611878576e-05
4.A.3.b.6.I03,0.009508836283775269
4.A.3.b.6.I04,9.379955904537142e-05
4.A.3.b.6.I05,0.0002799481684910827
4.A.3.b.6.I06,0.0005692440593612572
4.A.3.b.6.I07,0.0004042774809223556
4.A.3.b.6.I08,0.00023341677211634153
4.A.3.b.6.I09,0.0005264655663062006
4.A.3.b.6.I10,0.0003286438158599979
4.A.3.b.6.I11,3.610154849856219e-05
4.A.3.b.6.I12,0.009723349912592851
4.A.3.b.6.I13,0.001494139024116196
4.A.3.b.6.I14,0.0007320924346994782
4.A.3.b.6.I15,0.00035799934796182603
4.A.3.b.6.I16,0.017055418332832962
4.A.4.a.1.I01,0.010959852153330589
4.A.4.a.1.I02,0.013711358910175267
4.A.4.a.1.I03,0.006807720574014584
4.A.4.a.1.I04,0.009778462049475006
4.A.4.a.1.I05,0.0014762954653876324
4.A.4.a.2.I01,0.001222249236986399
4.A.4.a.2.I02,7.736046106834756e-05
4.A.4.a.2.I03,0.0005794520401142423
4.A.4.a.2.I04,0.0005607265944557523
4.A.4.a.2.I05,2.8043167137275986e-05
4.A.4.a.2.I06,0.0003569095478158236
4.A.4.a.2.I07,7.48419955088423e-05
4.A.4.a.2.I08,0.00032459160123260824
4.A.4.a.2.I09,0.003714691242734387
4.A.4.a.2.I10,2.9663215753804695e-05
4.A.4.a.2.I11,0.00017487524788418205
4.A.4.a.2.I12,0.00023498240049510573
4.A.4.a.2.I13,0.00047455493873704255
4.A.4.a.3.I01,2.901017290063033e-05
4.A.4.a.3.I02,0.009493648153571472
4.A.4.a.3.I03,0.003632404354757643
4.A.4.a.4.I01,0.0008345880686614795
4.A.4.a.5.I01,0.0022303297213365535
4.A.4.a.5.I02,0.00015053056382882625
4.A.4.a.5.I03,0.00042677187689371725
4.A.4.a.5.I04,0.002959406019012239
4.A.4.a.5.I05,6.690758924542202e-05
4.A.4.a.5.I06,0.0
4.A.4.a.5.I07,1.0959398651349236e-05
4.A.4.a.5.I08,0.0015752984363977204
4.A.4.a.5.I09,0.0001205533851648416
4.A.4.a.5.I10,0.0001831094484751691
4.A.4.a.5.I11,0.0
4.A.4.a.5.I12,0.00035972614396781607
4.A.4.a.6.I01,0.000646227281917527
4.A.4.a.6.I02,0.00038524435161188905
4.A.4.a.6.I03,0.0029527290744557444
4.A.4.a.7.I01,2.127412679379558e-05
4.A.4.a.7.I02,0.0001865246672425713
4.A.4.a.7.I03,0.0003486760449201926
4.A.4.a.8.I01,0.00022807521647114608
4.A.4.a.8.I02,0.00263137617506548
4.A.4.a.8.I03,0.004895368301936185
4.A.4.b.3.I01,0.00034699390141698384
4.A.4.b.3.I02,0.0005793976198764781
4.A.4.b.3.I03,5.936340936147504e-05
4.A.4.b.3.I04,5.155898910975664e-05
4.A.4.b.3.I05,2.4390034253492907e-05
4.A.4.b.3.I06,7.531900445682171e-05
4.A.4.b.4.I01,6.446705089028962e-06
4.A.4.b.4.I02,4.566416104728848e-06
4.A.4.b.4.I03,0.0002789734880788128
4.A.4.b.4.I04,5.986226154098323e-06
4.A.4.b.4.I05,0.0
4.A.4.b.4.I06,1.4366942769835975e-05
4.A.4.b.4.I07,3.3415421378133454e-05
4.A.4.b.4.I08,0.0003012767155226427
4.A.4.b.4.I09,0.0004901107543934268
4.A.4.b.4.I10,3.223352544514481e-06
4.A.4.b.4.I11,0.00019893339382373433
4.A.4.b.4.I12,5.681612361688144e-05
4.A.4.b.4.I13,8.459835269103007e-05
4.A.4.b.4.I14,0.00013602547737851108
4.A.4.b.4.I15,0.0
4.A.4.b.4.I16,1.031472814244634e-05
4.A.4.b.5.I01,0.00020452171894944383
4.A.4.b.5.I02,0.002786542226839276
4.A.4.b.6.I01,0.0005782694464858978
4.A.4.b.6.I02,0.001362864154416386
4.A.4.b.6.I03,0.00012635541974496766
4.A.4.b.6.I04,0.0013206166075272116
4.A.4.b.6.I05,0.0002130022060010831
4.A.4.b.6.I06,0.0018101196692655991
4.A.4.b.6.I07,0.0009607432498392884
4.A.4.b.6.I08,0.0005639485516095548
4.A.4.b.6.I09,2.820433476450171e-05
4.A.4.b.6.I10,0.0003937325133124437
4.A.4.b.6.I11,0.0007812946088968175
4.A.4.c.1.I01,0.0019114564312413583
4.A.4.c.1.I02,0.00015149756959218063
4.A.4.c.1.I03,0.002055393773956404
4.A.4.c.1.I04,9.895692311659458e-05
4.A.4.c.1.I05,0.00011604069160252133
4.A.4.c.1.I06,6.046088415639306e-05
4.A.4.c.2.I01,0.00011765236787477856
4.A.4.c.2.I02,0.00025126033084490383
4.A.4.c.3.I01,7.045327704438796e-05
4.A.4.c.3.I02,2.739849662837309e-05
4.A.4.c.3.I03,0.00010344031347396472
4.A.4.c.3.I04,2.901017290063033e-05
4.A.4.c.3.I05,0.005808458261268347
4.A.4.c.3.I06,0.0
4.A.4.c.3.I07,0.00012588028920756196
