SOC,completion_rate_ai
11-1011,0.8902723248335948
11-1021,0.894444391340557
11-1031,0.8417027077599513
11-2011,0.8964343666044597
11-2021,0.8693777962790665
11-2022,0.7409418319086544
11-2032,0.9101818270726314
11-2033,0.9043794939077516
11-3012,0.8617122359965136
11-3013,0.7558759364105573
11-3021,0.9239692152324487
11-3031,0.8149286596291904
11-3051,0.8073050010166316
11-3061,0.7455871412341507
11-3071,0.8030379647424615
11-3111,0.9097151856567979
11-3121,0.8543831990629682
11-3131,0.7905729600684229
11-9013,0.6178759638875477
11-9021,0.6467750522981962
11-9031,0.783384576798522
11-9032,0.8096032839385595
11-9033,0.8949942256725786
11-9041,0.7995407250754569
11-9051,0.7935770856298142
11-9071,0.7457381470592729
11-9072,0.8281865844517236
11-9081,0.8172429968098525
11-9111,0.8732682341516376
11-9121,0.8272362892700823
11-9131,0.8924030221011898
11-9141,0.8368533507669201
11-9151,0.7661393312689171
11-9161,0.8991515806288681
11-9171,0.7552559388364086
11-9179,0.8253423166275027
11-9199,0.8298633526773642
13-1011,0.7734204759964549
13-1020,0.8770484378223117
13-1031,0.7995423416032262
13-1032,0.8901236328529931
13-1041,0.8155794869818294
13-1051,0.8901208630402934
13-1071,0.8168181040916289
13-1074,0.6820678121811599
13-1075,0.7007160191220659
13-1081,0.8508224816650749
13-1082,0.8306816225929714
13-1111,0.9041825786570307
13-1121,0.775307139941615
13-1131,0.9053451480843021
13-1141,0.8390546223109165
13-1151,0.93289081351872
13-1161,0.8740435875323024
13-1199,0.8911225958061906
13-2011,0.8749596184709716
13-2020,0.8552632943443281
13-2031,0.8260513659678123
13-2041,0.8523764303987473
13-2051,0.8611805915070652
13-2052,0.8322415678903403
13-2053,0.5995466417229479
13-2054,0.8892326628255122
13-2061,0.8438910585619319
13-2071,0.8358393575299665
13-2072,0.7187346237674906
13-2081,0.7901698321834961
13-2082,0.7308440534637632
13-2099,0.8327795682017571
15-1211,0.8679007521903679
15-1212,0.9148906229701453
15-1221,0.8516244752041593
15-1231,0.920603530387535
15-1232,0.8955346980523563
15-1241,0.8803717369153344
15-1242,0.8986259328967521
15-1243,0.8596056851384979
15-1244,0.8730254161380614
15-1251,0.8411775438112392
15-1252,0.803126323232799
15-1253,0.9224910417151443
15-1254,0.865786289625405
15-1255,0.7838480778082842
15-1299,0.8439247432879635
15-2011,0.8580614547495299
15-2021,0.7088977904793514
15-2031,0.824061508573758
15-2041,0.7492648389141672
15-2051,0.8283671061071118
15-2099,0.8672919859196635
17-1011,0.6691006140195235
17-1012,0.6720505091800575
17-1021,0.6790940707970043
17-1022,0.8637153102555186
17-2011,0.7841619931011676
17-2021,0.7089533916540046
17-2031,0.8173421197669886
17-2041,0.7142970503301665
17-2051,0.7803436070951241
17-2061,0.7448702668454422
17-2071,0.6929901035905061
17-2072,0.7962448196900876
17-2081,0.9487968881419024
17-2111,0.8438294625960111
17-2112,0.84080120399442
17-2121,0.696947907665837
17-2131,0.7811495407112711
17-2141,0.8065139866632136
17-2151,0.794352556734456
17-2161,0.7966647338641089
17-2171,0.8417004010033617
17-2199,0.7319315154410414
17-3011,0.5936000193606433
17-3012,0.6921642058767823
17-3013,0.48940634952475354
17-3021,0.7872480229013271
17-3022,0.8013960894616323
17-3023,0.8779681222359604
17-3024,0.8702017011532415
17-3025,0.8750796035828502
17-3026,0.7623339742495308
17-3027,0.7941775777826523
17-3028,0.8867604515183161
17-3029,0.7557554110168017
17-3031,0.677009728059756
19-1011,0.8555895311577686
19-1012,0.8908808351908724
19-1013,0.8906054286321147
19-1021,0.8304655794485736
19-1022,0.7712741774797524
19-1023,0.7893357085082768
19-1029,0.8088273619301841
19-1031,0.8011930804964742
19-1032,0.7046797781152631
19-1041,0.8956200216835253
19-1042,0.8340436367617905
19-2011,0.80026995117772
19-2012,0.7175176762291658
19-2021,0.7951017858738683
19-2031,0.8259911943986665
19-2032,0.8144877696881024
19-2041,0.8798373406639716
19-2042,0.8471327646075822
19-2043,0.7740359332151127
19-2099,0.834176778721077
19-3011,0.8296084891341398
19-3022,0.7271836378558768
19-3032,0.8185052320926722
19-3033,0.8201225499587379
19-3034,0.8729632486977208
19-3039,0.8655944234784
19-3041,0.7897845798800291
19-3051,0.809502562210433
19-3091,0.8168897794297084
19-3092,0.6529040391350031
19-3093,0.8131371858175445
19-3094,0.8692251785304556
19-3099,0.86397041142553
19-4012,0.6828553562618126
19-4013,0.8664656339384114
19-4021,0.8254497729754736
19-4031,0.8733072729767596
19-4042,0.7676401573179852
19-4043,0.737743101512801
19-4044,0.8172235489878839
19-4051,0.7873749447720111
19-4061,0.7950173397582793
19-4071,0.5275848212724645
19-4092,0.7011619671741264
19-4099,0.8328347397668278
19-5011,0.8194237737196943
19-5012,0.6864613831158244
21-1012,0.8674805493424433
21-1013,0.785658197159566
21-1015,0.9296260868113079
21-1018,0.8480768993720005
21-1021,0.8058803616089365
21-1022,0.8162079316110653
21-1023,0.7831004635564905
21-1091,0.896341861518882
21-1092,0.7883568782300298
21-1093,0.764301511934461
21-1094,0.9238524475762638
21-2011,0.8721030074448304
21-2021,0.8665083215350036
23-1011,0.5836693525343466
23-1012,0.8824822870934741
23-1021,0.5406553802095676
23-1022,0.6025357132773107
23-1023,0.4115228987200836
23-2011,0.8020552124032684
23-2093,0.8699488674741941
25-1011,0.9010453152213511
25-1021,0.834021459963816
25-1022,0.8928337506688149
25-1031,0.8878071998438141
25-1032,0.833639369544119
25-1041,0.8360200090553839
25-1042,0.835711116802842
25-1043,0.8278226425115177
25-1051,0.8315865121224136
25-1052,0.7982972969654127
25-1053,0.8309488698404814
25-1054,0.8310601801598402
25-1061,0.848290348296562
25-1062,0.884413335724869
25-1063,0.8789999812435247
25-1064,0.8420064364278685
25-1065,0.869957377186045
25-1066,0.8239045841169018
25-1067,0.8492252996862811
25-1071,0.8474729817256499
25-1072,0.8411797155731027
25-1081,0.877589213631128
25-1082,0.8894327613804359
25-1111,0.8884658780956294
25-1112,0.890020257119511
25-1113,0.8282429910395808
25-1121,0.8844603603917203
25-1122,0.8873912399897148
25-1123,0.8686725508275246
25-1124,0.8872214342366911
25-1125,0.8813618265143087
25-1126,0.8820827698742069
25-1192,0.8768095225825924
25-1193,0.8780341303103535
25-1194,0.7396213166151847
25-2011,0.8665113020639506
25-2012,0.8636174238067108
25-2021,0.8640593619044235
25-2022,0.8560845567341464
25-2023,0.8601742595680111
25-2031,0.8681896898768221
25-2032,0.8613765075501599
25-2051,0.878575462387028
25-2052,0.860928019555296
25-2057,0.874253439148626
25-2058,0.8774263661989032
25-2059,0.8718010089352861
25-3011,0.8906788956140237
25-3021,0.8774510791282516
25-3031,0.7749367371574327
25-3041,0.8541687836372884
25-4011,0.8056179648893265
25-4012,0.8679471640886475
25-4013,0.7332240964249659
25-4022,0.8290454272988138
25-4031,0.8315262255502687
25-9021,0.9106596195253671
25-9031,0.8950004118189266
25-9044,0.7880305977758084
25-9045,0.7959482762780289
27-1011,0.7598878986440936
27-1012,0.6386098312194846
27-1013,0.6311235935909785
27-1014,0.4496734861400523
27-1021,0.5942037870254089
27-1022,0.6785699312829049
27-1023,0.574589540043698
27-1024,0.5559983815218376
27-1025,0.5734856018244416
27-1026,0.6358642437969688
27-1027,0.6283156610768789
27-2011,0.8782449202146787
27-2012,0.8749090772053552
27-2021,0.9729849215463683
27-2022,0.9065140515050402
27-2023,0.9409291413084899
27-2031,0.9048119411068711
27-2032,0.7340764582647235
27-2041,0.6277378608400536
27-2042,0.8709186578515532
27-2091,0.8526655745486106
27-3011,0.8452596753099064
27-3023,0.8179273842716781
27-3031,0.8887036674802224
27-3041,0.829537602281217
27-3042,0.82419262182614
27-3043,0.8349564053445425
27-3091,0.8828500839799502
27-3092,0.8676702536606291
27-4011,0.901104221450325
27-4012,0.979215117221693
27-4014,0.9428602516013735
27-4015,0.8469443726957059
27-4021,0.8142252079181259
27-4031,0.9319287703195935
27-4032,0.8714650051610913
29-1011,0.781740275096404
29-1021,0.48466854298088297
29-1022,0.388344118818605
29-1023,0.8793250659203089
29-1024,0.7044474404957372
29-1031,0.8874564169750173
29-1041,0.6683642010909862
29-1051,0.8225410902847732
29-1071,0.7096933042312005
29-1081,0.6335608883721173
29-1122,0.8968667504598704
29-1123,0.7876036430923332
29-1124,0.5951098786015958
29-1125,0.8194424107440363
29-1126,0.6508878755631002
29-1127,0.8076969661383616
29-1128,0.7766779461220499
29-1129,0.8121109760279684
29-1131,0.6869167238871953
29-1141,0.8154678063542874
29-1151,0.8571083497343734
29-1161,0.8810186160370836
29-1171,0.7647893738102901
29-1181,0.8369286703904566
29-1211,0.7758305183079252
29-1212,0.5986738511981036
29-1213,0.5461199956809575
29-1214,0.728942040869655
29-1215,0.7918992637250694
29-1216,0.7205334083224584
29-1217,0.739191654845835
29-1218,0.7595644385658571
29-1221,0.7620203117621502
29-1222,0.7521452348481126
29-1223,0.7991955374022568
29-1224,0.7142630080867638
29-1229,0.7072720473133007
29-1241,0.6998529915655534
29-1242,0.6887160971094171
29-1243,0.7819631610502608
29-1291,0.620036781450231
29-1292,0.6629039098165269
29-1299,0.6740128175644844
29-2010,0.7096132343207803
29-2031,0.589027454665587
29-2032,0.6329598717101383
29-2033,0.6437150572031232
29-2034,0.5936212228886865
29-2035,0.47387112144195964
29-2036,0.7358980589286037
29-2042,0.770955177186982
29-2043,0.914269913374703
29-2051,0.8091510935109659
29-2052,0.7103137701424898
29-2053,0.5218970630785044
29-2055,0.42995194240604795
29-2056,0.6835847134105854
29-2057,0.47796089785328866
29-2061,0.7657490952050952
29-2072,0.795651553412088
29-2081,0.605291656279831
29-2091,0.5774061294799541
29-2092,0.5310869712172394
29-2099,0.5398838634249012
29-9021,0.7819276916040948
29-9091,0.7885077684367573
29-9092,0.8458766725217142
29-9093,0.36814610720407076
29-9099,0.7889023128622703
31-1120,0.9207875739186303
31-1131,0.6476402985037328
31-1132,0.446592016827441
31-1133,0.7496186669678911
31-2011,0.7804627674804343
31-2012,0.7912339965903735
31-2021,0.7618977341423782
31-2022,0.7840547238653365
31-9011,0.4601742085558506
31-9091,0.6003415442473315
31-9092,0.7747855846638363
31-9093,0.807908975537329
31-9094,0.9470977816047489
31-9095,0.8222788670168498
31-9096,0.7398901836141544
31-9097,0.5550465792921307
31-9099,0.6762895656494078
33-1011,0.6530011843727053
33-1012,0.5512364235350191
33-1021,0.6511757273359138
33-1091,0.8138896125328609
33-2011,0.90242890455491
33-2021,0.6761234133336647
33-2022,0.6705845648890355
33-3011,0.5574419343511985
33-3012,0.5783528294638263
33-3021,0.7082244529117593
33-3031,0.8368126215545153
33-3041,0.7420398096473411
33-3051,0.6792223640558385
33-3052,0.6356733220221856
33-9011,0.8056884051785439
33-9021,0.7346211388961971
33-9031,0.7515527245722345
33-9032,0.6977763370369761
33-9091,0.6365927378644576
33-9092,0.8146037730732628
33-9093,0.7669970599476875
33-9094,0.7730720732110163
33-9099,0.6099135977276142
35-1011,0.8695828821189291
35-1012,0.8729801902911356
35-2011,0.6580960018093074
35-2012,0.671232476000145
35-2013,0.7114992504272001
35-2014,0.7150889211474438
35-2015,0.6195193173212349
35-2021,0.6490808365609132
35-3011,0.6408965171983744
35-3023,0.6868717663115931
35-3031,0.6341730796425233
35-3041,0.5708876473660861
35-9011,0.35824526430493775
35-9021,0.6305671002202852
35-9031,0.8861468313993691
37-1011,0.8625036169571164
37-1012,0.7971090402510875
37-2011,0.8366036764217819
37-2012,0.8327670848481383
37-2021,0.81017610228327
37-3011,0.502051861177499
37-3012,0.7407187638879498
37-3013,0.5529111364968861
39-1013,0.8099588911606417
39-1014,0.8436384936276877
39-1022,0.8320842677493177
39-2011,0.9507769894876582
39-2021,0.8932379141290414
39-3011,0.791992651065356
39-3012,0.8009847656426236
39-3021,0.7873380869265777
39-3031,0.7549929952351883
39-3091,0.8003620147657823
39-3092,0.7227360574350121
39-3093,0.741369984162914
39-4011,0.3766720091897213
39-4012,0.5817947266798872
39-4021,0.6003828787507465
39-4031,0.7097395567826046
39-5011,0.8732759777610162
39-5012,0.8707406457835754
39-5091,0.9132014246438515
39-5092,0.8693218581087689
39-5093,0.7283771103024144
39-5094,0.9140718133372514
39-6011,0.6370914741040133
39-6012,0.7448671044112228
39-7010,0.8484463720641635
39-9011,0.9039438322256064
39-9031,0.8912718684323695
39-9032,0.842984698587017
39-9041,0.732170255204633
41-1011,0.8005939525427931
41-1012,0.7658644584132525
41-2011,0.8294807050953245
41-2012,0.8678472323158252
41-2021,0.8663725779121625
41-2022,0.8269589963175824
41-2031,0.8337074293653565
41-3011,0.8983232433138022
41-3021,0.8822237722214276
41-3031,0.8429536096664361
41-3041,0.8487208426033472
41-3091,0.8970569003125518
41-4011,0.86438761432194
41-4012,0.82011811533178
41-9011,0.8383596229661671
41-9012,0.8264139279636871
41-9021,0.817223775905216
41-9022,0.8430851019393066
41-9031,0.8920991360488758
41-9041,0.9122567740769615
41-9091,0.9143508741228954
43-1011,0.7767815305129457
43-2011,0.8642351053550898
43-2021,0.9202318143690652
43-3011,0.7131949128786055
43-3021,0.8537001442638892
43-3031,0.7674880823103629
43-3041,0.6921244420616421
43-3051,0.8428718384248393
43-3061,0.8019322984597292
43-3071,0.7533380699305036
43-4011,0.8662143183587879
43-4021,0.8380177770238186
43-4031,0.8618632447201628
43-4041,0.6565286269641539
43-4051,0.8058570960826835
43-4061,0.6992115613324624
43-4071,0.8163756709852388
43-4081,0.7820458080952888
43-4111,0.5974663353608052
43-4121,0.7382462653830367
43-4131,0.7612858248768685
43-4141,0.7243096750750772
43-4151,0.7755227080742254
43-4161,0.8157299527981707
43-4171,0.7457359871527808
43-4181,0.7804033890362368
43-5011,0.8782332938157764
43-5021,0.5471480288848267
43-5031,0.8819362988727615
43-5032,0.9176589762360402
43-5041,0.7970844943509634
43-5051,0.683206633594487
43-5052,0.5230855165165001
43-5053,0.6543764742777624
43-5061,0.9327221857876778
43-5071,0.758769425716844
43-5111,0.7837404628435869
43-6011,0.8894840988035685
43-6012,0.8055507801006409
43-6013,0.7201095509236946
43-6014,0.8298642922934507
43-9021,0.7814471368401766
43-9022,0.8152418087268518
43-9031,0.720089954692799
43-9041,0.7743335125985789
43-9051,0.5757772039251712
43-9061,0.8300282345096656
43-9071,0.8459574961347683
43-9081,0.8661879533533856
43-9111,0.7706170405414122
45-1011,0.574284370359307
45-2011,0.4338635520505465
45-2021,0.9302750994200435
45-2041,0.9205537169066946
45-2091,0.46039477968598097
45-2092,0.5271377613664474
45-2093,0.7268826822848808
45-3031,0.47547889422557266
45-4011,0.6966772449253267
45-4021,0.7367828802965883
45-4022,0.382999497813448
45-4023,0.8412428086764993
47-1011,0.570622989478114
47-2011,0.7225302639722759
47-2021,0.9055191337388682
47-2022,0.83178511822987
47-2031,0.8429449132449455
47-2041,0.8692071474076911
47-2042,0.8913880411253247
47-2043,0.8044695767880515
47-2044,0.9277872317272727
47-2051,0.8570861815199068
47-2053,0.8007141561958542
47-2061,0.8285076192684293
47-2071,0.42108554968403106
47-2072,0.38844334817227644
47-2073,0.5749974143578865
47-2081,0.7906207918297956
47-2082,0.8563192316775018
47-2111,0.8475406127123949
47-2121,0.7177666996551473
47-2131,0.8183214400876295
47-2132,0.8840464892877475
47-2141,0.9325483845178789
47-2142,0.8320866091689704
47-2151,0.733377918454889
47-2152,0.8438701455798533
47-2161,0.8336588447385729
47-2171,0.901397743061016
47-2181,0.9229962004545273
47-2211,0.7055839844297214
47-2221,0.7457070362684877
47-2231,0.8623468731641243
47-3011,0.8350389598613734
47-3012,0.8105541671968267
47-3013,0.7723931157837702
47-3014,0.8857633184551604
47-3015,0.7836649896302323
47-3016,0.7843871892597409
47-4011,0.7467232155889357
47-4021,0.7516718239591158
47-4031,0.9020141630120199
47-4041,0.8002864757853194
47-4051,0.5670533477057882
47-4061,0.5269473374960963
47-4071,0.6991259022699567
47-4090,0.838164852023606
47-5011,0.6912572909579171
47-5012,0.6784773261490888
47-5013,0.5628415638336968
47-5022,0.5586059969440464
47-5023,0.5727624164118015
47-5032,0.6963959115103141
47-5041,0.5477409527817986
47-5043,0.5871099143287687
47-5044,0.6393669314834176
47-5051,0.3101541936140659
47-5071,0.740339577192398
47-5081,0.6447057961634863
49-1011,0.7006855864288876
49-2011,0.8560263329073023
49-2021,0.7422870414217447
49-2022,0.8371339735380546
49-2091,0.9338917977541887
49-2092,0.809180539305809
49-2093,0.846605454933767
49-2094,0.7611667246758969
49-2095,0.8092141240454664
49-2096,0.7963572123267127
49-2097,0.8498737028227599
49-2098,0.7854071478539008
49-3011,0.8402342421180061
49-3021,0.9400865091101558
49-3022,0.9740913911634805
49-3023,0.9005187762975367
49-3031,0.9098775341793905
49-3041,0.8397460244565753
49-3042,0.8187889228207658
49-3043,0.9348235236256969
49-3051,0.972881278473017
49-3052,0.9438441973512397
49-3053,0.9466453400067972
49-3091,0.9817903772438864
49-3092,0.8831645169248806
49-3093,0.9165247312952859
49-9011,0.7406277149166768
49-9012,0.8987167645925913
49-9021,0.7704482733277376
49-9031,0.7740534911611109
49-9041,0.9003986908872256
49-9043,0.828961128051551
49-9044,0.8071887526540996
49-9045,0.7129649527113551
49-9051,0.731595354921487
49-9052,0.7425368893046902
49-9061,0.8751086309782067
49-9062,0.8831514618430214
49-9063,0.9064528146731133
49-9064,0.8590711088004191
49-9071,0.8126812355388099
49-9081,0.7750056563409414
49-9091,0.786928269137653
49-9092,0.68126613451055
49-9094,0.8045251283713185
49-9095,0.8193939064463183
49-9096,0.637619084733365
49-9097,0.6127574865049152
49-9098,0.81485053956697
49-9099,0.9242610782120162
51-1011,0.8410032317490886
51-2011,0.8419890763153931
51-2021,0.710046793139401
51-2028,0.8616136169256913
51-2031,0.7994630978533374
51-2041,0.7041300493458221
51-2051,0.5998950599915787
51-2061,0.8491782218754786
51-2090,0.9166822394627889
51-3011,0.7183560106664222
51-3021,0.7381649501956681
51-3022,0.6508122750861931
51-3023,0.3292229772196398
51-3091,0.8108324039112909
51-3092,0.5888185146532053
51-3093,0.6416282579059795
51-4021,0.7454820518141786
51-4022,0.6665220003582143
51-4023,0.7361495762987584
51-4031,0.7072572328278405
51-4032,0.7559085345284613
51-4033,0.6275701593338073
51-4034,0.7459554340168659
51-4035,0.8281826363546857
51-4041,0.7456952144701564
51-4051,0.728715487923281
51-4052,0.6674867291671628
51-4061,0.6588150282159375
51-4062,0.7463529988808523
51-4071,0.5696637008278193
51-4072,0.7311224732924502
51-4081,0.8204058114695083
51-4111,0.6112108924141458
51-4121,0.806683183187559
51-4122,0.8151323193517578
51-4191,0.6819675091010506
51-4192,0.7525409532004077
51-4193,0.6888369914625208
51-4194,0.7933383400712724
51-5111,0.6031185735850398
51-5112,0.7645070607360115
51-5113,0.6484791206447553
51-6011,0.8815089549451236
51-6021,0.5508938642642504
51-6031,0.8384865397828504
51-6041,0.804529985945433
51-6042,0.7959432858885345
51-6051,0.8062778238367848
51-6052,0.7796093427034041
51-6061,0.8328297965111084
51-6062,0.6534956104504963
51-6063,0.6294829250179476
51-6064,0.5699263463926972
51-6091,0.7469163138604795
51-6092,0.7714050638759443
51-6093,0.8443495185884589
51-7011,0.7092981549518645
51-7021,0.8122917405358089
51-7031,0.8337813211269123
51-7032,0.7866289176238502
51-7041,0.7985186385432914
51-7042,0.7354163683849905
51-8011,0.7116738944273827
51-8012,0.5876164574928281
51-8013,0.6037096279629587
51-8021,0.7912640095995517
51-8031,0.6349535375236701
51-8091,0.7014863580444823
51-8092,0.6474401424596528
51-8093,0.8907492022557564
51-8099,0.7303650986922374
51-9011,0.725891427254623
51-9012,0.6848897431354829
51-9021,0.7520479833222777
51-9022,0.7185728354385944
51-9023,0.7074259497880473
51-9031,0.7681921980952695
51-9032,0.5979848398024283
51-9041,0.6133558291684886
51-9051,0.7442464465276651
51-9061,0.8865635311982999
51-9071,0.8054194445241285
51-9081,0.5779015689027682
51-9082,0.5486588330573141
51-9083,0.770338910174769
51-9111,0.8033500055704804
51-9123,0.7750899470304907
51-9124,0.7180631453463763
51-9141,0.7270551373190358
51-9151,0.5514350756697323
51-9161,0.8216022094884586
51-9162,0.8646834711330609
51-9191,0.7081045397904293
51-9192,0.742094990657977
51-9193,0.8717700595175082
51-9194,0.7255676182480955
51-9195,0.6020990859486851
51-9196,0.7555187484986217
51-9197,0.9015566001107665
51-9198,0.5531956977463447
53-1041,0.6916437049907433
53-1047,0.8771085961596713
53-2011,0.6940696643587225
53-2012,0.7990827620481842
53-2021,0.7352535638023381
53-2022,0.9099988754226135
53-2031,0.828893263112438
53-3011,0.7185374809903933
53-3031,0.6645388874457021
53-3032,0.6518757617635937
53-3033,0.6562088192995298
53-3051,0.6669139222252465
53-3052,0.6333876079975367
53-3053,0.6835304318645136
53-3054,0.7019390632883471
53-4011,0.7862590125362091
53-4013,0.7218570145784177
53-4022,0.7660994782211824
53-4031,0.8603570623243996
53-4041,0.6256035077339186
53-5011,0.6626690476155848
53-5021,0.8229363621786129
53-5022,0.515340680557061
53-5031,0.8387616096090182
53-6011,0.6068705274748278
53-6021,0.6846598655086779
53-6031,0.8411000537823263
53-6032,0.8325911054143325
53-6041,0.8295811104920986
53-6051,0.9314699708184672
53-6061,0.7475477889475788
53-7011,0.6880067564681958
53-7021,0.585749479237603
53-7031,0.38544079491762
53-7041,0.4441064956156951
53-7051,0.4021868051320536
53-7061,0.8732655134332002
53-7062,0.6056711403732217
53-7063,0.6133924311756247
53-7064,0.6775025544795809
53-7065,0.5736011907294406
53-7071,0.9950337959507922
53-7072,0.877917555552377
53-7073,0.8558576452505686
53-7081,0.6326772819918874
53-7121,0.7930758524925934
