SOC,scope_moderate_or_higher_ai
11-1011,0.3998371213965912
11-1021,0.5331124259466458
11-1031,0.34970166579484047
11-2011,0.36710437052905504
11-2021,0.45544389275111746
11-2022,0.3858219891140834
11-2032,0.3788870745387976
11-2033,0.3834751806379136
11-3012,0.3814310138917998
11-3013,0.31383739567511587
11-3021,0.45024131522658994
11-3031,0.2975389076658356
11-3051,0.3886722177757653
11-3061,0.28970827610202177
11-3071,0.3652865466576689
11-3111,0.25687822383188097
11-3121,0.24707598696200853
11-3131,0.29549108816949743
11-9013,0.26659748813613265
11-9021,0.3444964736184919
11-9031,0.4028304790537527
11-9032,0.3839758034564524
11-9033,0.3928070852809693
11-9041,0.3566184960494292
11-9051,0.39429879957341457
11-9071,0.3797579774829889
11-9072,0.4303801176048254
11-9081,0.3959282362117301
11-9111,0.36806605851246654
11-9121,0.37769237164641695
11-9131,0.5459576460463728
11-9141,0.37518199826498805
11-9151,0.3441850311617098
11-9161,0.4005541143937918
11-9171,0.36974107910831117
11-9179,0.3575012436559085
11-9199,0.36633741632485634
13-1011,0.40370894823618586
13-1020,0.3420253837857872
13-1031,0.300605329565299
13-1032,0.29733324644766496
13-1041,0.37206267834679785
13-1051,0.39678570862592777
13-1071,0.3835502984211765
13-1074,0.3571998441231029
13-1075,0.39296289780141347
13-1081,0.3916769885994555
13-1082,0.4464937014257791
13-1111,0.41573754588633194
13-1121,0.42315183987202176
13-1131,0.301638475423382
13-1141,0.45914334529190926
13-1151,0.2855914553709803
13-1161,0.4166312715718997
13-1199,0.36706808918985967
13-2011,0.35211082093643004
13-2020,0.3612533969758064
13-2031,0.3831448842959016
13-2041,0.3411791937163869
13-2051,0.35572049461436317
13-2052,0.38721175103012007
13-2053,0.21667701519158566
13-2054,0.3454010736227358
13-2061,0.28771529683956554
13-2071,0.39946468093554144
13-2072,0.34121730857661237
13-2081,0.45098775164096216
13-2082,0.35729272649296917
13-2099,0.3297056856392666
15-1211,0.35422525840975055
15-1212,0.36534430123649564
15-1221,0.35689237510046595
15-1231,0.3344252879427719
15-1232,0.3074242554622289
15-1241,0.3562925656599961
15-1242,0.37028423360939394
15-1243,0.3801888027995542
15-1244,0.3275344705324206
15-1251,0.3032983770385923
15-1252,0.35168219010475094
15-1253,0.34366178450024093
15-1254,0.355728996314719
15-1255,0.3362813435856304
15-1299,0.3654655080198466
15-2011,0.2541576246028246
15-2021,0.40945926972648683
15-2031,0.3291111105739234
15-2041,0.3873606642059603
15-2051,0.38259797422074615
15-2099,0.3755036310068868
17-1011,0.3029348834474874
17-1012,0.3233315535758816
17-1021,0.2953348090755499
17-1022,0.3416639851012859
17-2011,0.3364819535057549
17-2021,0.32846756461455967
17-2031,0.37395037540295323
17-2041,0.3340966261843253
17-2051,0.34010387912230744
17-2061,0.36034824779153823
17-2071,0.33422067007602807
17-2072,0.3725868390949288
17-2081,0.41609616040642877
17-2111,0.3964610685402733
17-2112,0.36083569586455094
17-2121,0.34234400765041884
17-2131,0.314946461535805
17-2141,0.36395830670247914
17-2151,0.32544758327832524
17-2161,0.4370988998016232
17-2171,0.38579030380982265
17-2199,0.3414601289127863
17-3011,0.31427023366094
17-3012,0.33512043197820873
17-3013,0.28865960220596215
17-3021,0.30001172232499673
17-3022,0.3345612515988005
17-3023,0.2955641576033553
17-3024,0.3131556707097682
17-3025,0.31038790983368386
17-3026,0.3055972334071354
17-3027,0.30458711355290113
17-3028,0.3019415496026927
17-3029,0.2591007524622903
17-3031,0.3308005540294963
19-1011,0.3254400040259494
19-1012,0.3572774245636917
19-1013,0.3679357088739858
19-1021,0.3584444341739614
19-1022,0.2768630049838623
19-1023,0.300221033268158
19-1029,0.35758331359943185
19-1031,0.3891426610729469
19-1032,0.33454389881730406
19-1041,0.4077924566387264
19-1042,0.35534838250375483
19-2011,0.35603121456129594
19-2012,0.33455977163067924
19-2021,0.39947735358925734
19-2031,0.3002674272617949
19-2032,0.3403095481052664
19-2041,0.39368100853786636
19-2042,0.3353186641858124
19-2043,0.31304291956578695
19-2099,0.354269462656779
19-3011,0.3836784416780946
19-3022,0.31875104186792746
19-3032,0.32744296467046385
19-3033,0.3089398865932251
19-3034,0.36351344840640754
19-3039,0.2754096182294892
19-3041,0.3876542393020113
19-3051,0.37530769527175956
19-3091,0.3633412451708103
19-3092,0.32396155549394823
19-3093,0.41758580405302503
19-3094,0.37709925656099474
19-3099,0.3715867327526459
19-4012,0.23022796612417468
19-4013,0.2984568727628523
19-4021,0.25641211382792733
19-4031,0.3173071700110263
19-4042,0.3096979847536768
19-4043,0.25539343232255723
19-4044,0.36246144482346554
19-4051,0.2867908769320863
19-4061,0.340253479361246
19-4071,0.19513172159141842
19-4092,0.3285809828591075
19-4099,0.27418478105447563
19-5011,0.314432261614489
19-5012,0.3530101417487093
21-1012,0.3539370052196068
21-1013,0.2794391946961674
21-1015,0.3358414590842131
21-1018,0.28592736084012516
21-1021,0.3238831768661849
21-1022,0.2616346133095124
21-1023,0.23226512959398055
21-1091,0.4042271438005084
21-1092,0.30347077784354104
21-1093,0.31118580233422694
21-1094,0.33655001816901714
21-2011,0.3098094619722228
21-2021,0.3891303899100679
23-1011,0.2237815002986887
23-1012,0.3271554302049695
23-1021,0.20001106179306072
23-1022,0.21115054082279017
23-1023,0.14757752754192616
23-2011,0.2503853919711178
23-2093,0.27540648732765377
25-1011,0.3848471380276763
25-1021,0.34219702683772096
25-1022,0.36511572429116457
25-1031,0.38129828271439636
25-1032,0.3650952300543342
25-1041,0.36871422396660075
25-1042,0.34385281553724256
25-1043,0.3653182845987834
25-1051,0.3413007643709143
25-1052,0.3333625818359549
25-1053,0.35180667348411376
25-1054,0.34952678947345933
25-1061,0.37143217481183904
25-1062,0.378543549163102
25-1063,0.3912758999193117
25-1064,0.36234813337282507
25-1065,0.37294952256201247
25-1066,0.3613794285133517
25-1067,0.35614040559693183
25-1071,0.35352765684261606
25-1072,0.3331282587246797
25-1081,0.38364738558476275
25-1082,0.37418963919662035
25-1111,0.3636674519237394
25-1112,0.36834530996810105
25-1113,0.3581811705431734
25-1121,0.37264504001163024
25-1122,0.358950634095809
25-1123,0.37342368472587384
25-1124,0.37576107410689535
25-1125,0.38088318488104805
25-1126,0.3838265822053692
25-1192,0.36694612555296413
25-1193,0.37554438448681826
25-1194,0.2925192413575163
25-2011,0.33901376607011635
25-2012,0.3651390246603372
25-2021,0.3665501316950299
25-2022,0.3488847743428767
25-2023,0.3606762480113068
25-2031,0.36207799154981807
25-2032,0.360424823305113
25-2051,0.37181210464170716
25-2052,0.36094637086795234
25-2057,0.3739477070369056
25-2058,0.3769757781584176
25-2059,0.3384412602133586
25-3011,0.3527548841673561
25-3021,0.36123009606504114
25-3031,0.3217010896632075
25-3041,0.34650629044751446
25-4011,0.35617694517006054
25-4012,0.32314600594094556
25-4013,0.27126807877209846
25-4022,0.34875998982548806
25-4031,0.3547082342585499
25-9021,0.46441607097885473
25-9031,0.35149329540914276
25-9044,0.3232055842879871
25-9045,0.3057474816169981
27-1011,0.39845358846185563
27-1012,0.29410334347765105
27-1013,0.3064885772212209
27-1014,0.35935027686972
27-1021,0.30855853788925025
27-1022,0.34702979569155684
27-1023,0.330159013041175
27-1024,0.3041806193054678
27-1025,0.27564567681997026
27-1026,0.2528477029820654
27-1027,0.3431553641847098
27-2011,0.37949607464771556
27-2012,0.46445006156348045
27-2021,0.14425864704040658
27-2022,0.3920077544431769
27-2023,0.2146416302123352
27-2031,0.22680288127355094
27-2032,0.31774114174138673
27-2041,0.2715278803805149
27-2042,0.3599680214740398
27-2091,0.29623540056162934
27-3011,0.5058005904433206
27-3023,0.5047072957305138
27-3031,0.5335633906879074
27-3041,0.500450851816275
27-3042,0.45220252745435796
27-3043,0.48543423008887204
27-3091,0.43690756803596814
27-3092,0.36210268934703715
27-4011,0.3390075321262477
27-4012,0.25686786859155913
27-4014,0.1994088619987541
27-4015,0.315909728172267
27-4021,0.3345954866269719
27-4031,0.30963938951208997
27-4032,0.3014279937242243
29-1011,0.1957041678085237
29-1021,0.10236293767360248
29-1022,0.06945976720046917
29-1023,0.22142565626555694
29-1024,0.021682672728243636
29-1031,0.38750709625747126
29-1041,0.14832332234598455
29-1051,0.305715760298209
29-1071,0.16922640627548335
29-1081,0.20004499248164737
29-1122,0.3490719735377318
29-1123,0.3064103353680335
29-1124,0.1464209891959535
29-1125,0.27235209693299606
29-1126,0.20553661270283166
29-1127,0.29645519942035103
29-1128,0.2521173640768602
29-1129,0.32741725234841645
29-1131,0.20870389790495494
29-1141,0.26996869462421474
29-1151,0.1919504684854528
29-1161,0.23692152925130455
29-1171,0.21989779919440502
29-1181,0.2871081900658248
29-1211,0.18976012936580783
29-1212,0.19565941074556856
29-1213,0.15600627204696585
29-1214,0.20218553663011246
29-1215,0.24647890900447475
29-1216,0.214240295737202
29-1217,0.1895569597508292
29-1218,0.217894838825058
29-1221,0.23044523786647136
29-1222,0.26966229409533604
29-1223,0.25310950259313253
29-1224,0.2794772095875258
29-1229,0.2243025346676776
29-1241,0.18416584448295684
29-1242,0.17505209610492184
29-1243,0.19970230634125646
29-1291,0.14557608951034487
29-1292,0.13689930176445303
29-1299,0.19389559553679683
29-2010,0.2114377580180151
29-2031,0.1570442888707724
29-2032,0.17432600211601082
29-2033,0.16067593990471823
29-2034,0.2523196459574276
29-2035,0.0939142185523705
29-2036,0.24599064028525855
29-2042,0.1854133988507456
29-2043,0.27037755141561953
29-2051,0.354599622371947
29-2052,0.2475616646999399
29-2053,0.11227427120756457
29-2055,0.032149739738282584
29-2056,0.16388588800080417
29-2057,0.08823220003373994
29-2061,0.23981956254865738
29-2072,0.35625020362658844
29-2081,0.19666411177078694
29-2091,0.1349703404635726
29-2092,0.11168067192678473
29-2099,0.18062192029952054
29-9021,0.35272901694574915
29-9091,0.25423983190187177
29-9092,0.364378422107512
29-9093,0.06189455651472799
29-9099,0.24496920829735014
31-1120,0.2307698829050503
31-1131,0.20079712392842813
31-1132,0.049742014987895725
31-1133,0.19561908110485338
31-2011,0.24475749151698364
31-2012,0.2872084190368718
31-2021,0.24202290246786778
31-2022,0.2489528188730148
31-9011,0.1699077565035264
31-9091,0.2393912796274322
31-9092,0.25207783814133844
31-9093,0.201955643779531
31-9094,0.44875409851487374
31-9095,0.245406420371241
31-9096,0.18708080888154371
31-9097,0.16459157731819593
31-9099,0.2734565052233361
33-1011,0.3422605729465216
33-1012,0.229748695071453
33-1021,0.24135532826280945
33-1091,0.3638524574108332
33-2011,0.4055782817422999
33-2021,0.3298973305431468
33-2022,0.33022751024180924
33-3011,0.32969692746155266
33-3012,0.3308420273841301
33-3021,0.2666592210477226
33-3031,0.41101026017793746
33-3041,0.4268644667835515
33-3051,0.3787862922966842
33-3052,0.34687780510397487
33-9011,0.2589020660233701
33-9021,0.2944219519305973
33-9031,0.3139015258666223
33-9032,0.373456159688091
33-9091,0.38784177442709367
33-9092,0.3495933356618402
33-9093,0.4018538331650114
33-9094,0.3791683158751075
33-9099,0.3399280345137753
35-1011,0.4805277746289007
35-1012,0.46362271098774926
35-2011,0.2931908226833292
35-2012,0.25564131918430727
35-2013,0.3586414207199524
35-2014,0.2990980424442165
35-2015,0.3043583870915222
35-2021,0.25340014630886654
35-3011,0.37606659727305214
35-3023,0.2939414211969769
35-3031,0.3815408974786214
35-3041,0.2444678990983037
35-9011,0.15806314739006525
35-9021,0.2232653986965819
35-9031,0.5013925405457689
37-1011,0.38290629505114543
37-1012,0.3295610718055665
37-2011,0.3187733641857771
37-2012,0.3443377372931429
37-2021,0.2904691934108399
37-3011,0.10238372166156544
37-3012,0.24374399310618014
37-3013,0.09924446680028738
39-1013,0.35162620636782904
39-1014,0.45162058372324543
39-1022,0.3857203558929732
39-2011,0.26507474892052013
39-2021,0.2519657824444332
39-3011,0.385209653037434
39-3012,0.38670684007437073
39-3021,0.13985282596705192
39-3031,0.36667561196512954
39-3091,0.40152000407971256
39-3092,0.31357206691944284
39-3093,0.39270584054441976
39-4011,0.253348079117432
39-4012,0.22069949801862926
39-4021,0.2769790085429742
39-4031,0.41987726684808785
39-5011,0.21078919638163923
39-5012,0.24194411077774275
39-5091,0.38810187890767467
39-5092,0.3745120039755786
39-5093,0.30075304051901913
39-5094,0.3567202825983529
39-6011,0.24380049342913418
39-6012,0.4930316140213781
39-7010,0.4331772004400084
39-9011,0.31196604483357215
39-9031,0.3852242440274592
39-9032,0.397474138546393
39-9041,0.28872269254898075
41-1011,0.3691972007204107
41-1012,0.3441495422187142
41-2011,0.44170313060036426
41-2012,0.41485184079835996
41-2021,0.4268241880461839
41-2022,0.3789569973769272
41-2031,0.42981347928649183
41-3011,0.4088994882808886
41-3021,0.336559503501563
41-3031,0.3487681582872605
41-3041,0.36963854024792686
41-3091,0.45362406348990797
41-4011,0.43143259994854166
41-4012,0.4278087212698933
41-9011,0.38935251085059186
41-9012,0.4173565757528862
41-9021,0.3766434179231254
41-9022,0.3480303617815036
41-9031,0.4322801697921469
41-9041,0.47396784417736065
41-9091,0.5324103685062986
43-1011,0.40747426797029107
43-2011,0.4403001489348061
43-2021,0.4122274268731344
43-3011,0.34840642291650453
43-3021,0.32448944442833866
43-3031,0.3671815961890026
43-3041,0.36666494456205134
43-3051,0.37688247844916944
43-3061,0.3563431352942004
43-3071,0.3354645265929362
43-4011,0.5162395472017828
43-4021,0.33780840699877906
43-4031,0.4127427938159084
43-4041,0.2718103672729503
43-4051,0.4608469035098924
43-4061,0.3446977151568866
43-4071,0.3275444736522359
43-4081,0.36948307661832397
43-4111,0.2727758074428902
43-4121,0.334554273674488
43-4131,0.3320139551900542
43-4141,0.39344353341703103
43-4151,0.4102954940704045
43-4161,0.3960723739987513
43-4171,0.35552221983159976
43-4181,0.44081023137070424
43-5011,0.40533832889414534
43-5021,0.23707878967991886
43-5031,0.4800969379206914
43-5032,0.4648425147620517
43-5041,0.3258616721254571
43-5051,0.2821608926545773
43-5052,0.22590969921462895
43-5053,0.18426856725806753
43-5061,0.5131116766403487
43-5071,0.30206671926283923
43-5111,0.2375654604968553
43-6011,0.4762883907576938
43-6012,0.3300158587238952
43-6013,0.30840375445258156
43-6014,0.404163454919639
43-9021,0.322440657840962
43-9022,0.37064055396103435
43-9031,0.3091365307287295
43-9041,0.3586320645731277
43-9051,0.18762101934146552
43-9061,0.383780013595857
43-9071,0.28458135130531326
43-9081,0.401778912641515
43-9111,0.34933074177874673
45-1011,0.24362137236499776
45-2011,0.3818439558631465
45-2021,0.19103604794775
45-2041,0.1643199712994901
45-2091,0.17911913775657082
45-2092,0.15749584071534653
45-2093,0.15606028608402872
45-3031,0.17395019368128378
45-4011,0.23157796278790127
45-4021,0.12621129225014974
45-4022,0.1081051648827692
45-4023,0.3004940837993049
47-1011,0.20256874523637344
47-2011,0.12484466528469607
47-2021,0.2416622572057457
47-2022,0.22404063089641268
47-2031,0.18805004703078765
47-2041,0.20766842684629563
47-2042,0.3131615659064907
47-2043,0.2502773419940003
47-2044,0.27724353042299427
47-2051,0.2870583230224216
47-2053,0.2758328914146216
47-2061,0.27502545609516266
47-2071,0.14492414965887496
47-2072,0.12568614538224382
47-2073,0.1896890542320845
47-2081,0.13805877323307303
47-2082,0.27370990379308785
47-2111,0.33678343867416605
47-2121,0.15665653337903732
47-2131,0.13896393918253047
47-2132,0.2113650414938905
47-2141,0.29131446641719344
47-2142,0.2992370816349149
47-2151,0.21881979954987746
47-2152,0.2752960210541503
47-2161,0.23811650852891583
47-2171,0.18094361900103806
47-2181,0.16538404143710428
47-2211,0.16268909851547392
47-2221,0.11883630274416489
47-2231,0.4713464161004645
47-3011,0.272009439855789
47-3012,0.21848174799290257
47-3013,0.3270012798950244
47-3014,0.29353953222162704
47-3015,0.19080522620789453
47-3016,0.18058366684683838
47-4011,0.31495660082718896
47-4021,0.2954663684829536
47-4031,0.18851348975097054
47-4041,0.10401131625998696
47-4051,0.14962913418200985
47-4061,0.18444019114411084
47-4071,0.25162290717334945
47-4090,0.27885976489280606
47-5011,0.3121674939829586
47-5012,0.28110218754901667
47-5013,0.2143655313092846
47-5022,0.21018177609770614
47-5023,0.2163821095491495
47-5032,0.15252220250929063
47-5041,0.16200973565155072
47-5043,0.10916650403151985
47-5044,0.1954479095165787
47-5051,0.09772932180192843
47-5071,0.23850068786994394
47-5081,0.20201163894589239
49-1011,0.3219075477653441
49-2011,0.2553004059285071
49-2021,0.2919823818592847
49-2022,0.27508953055210306
49-2091,0.31673836416773343
49-2092,0.2040537402872965
49-2093,0.2632869984738936
49-2094,0.2674485049334769
49-2095,0.20969704447620824
49-2096,0.2256107356801206
49-2097,0.33263264475509224
49-2098,0.31424735203585036
49-3011,0.20011915907493996
49-3021,0.2678329216732223
49-3022,0.141053562080736
49-3023,0.19573632948254424
49-3031,0.13304475794358347
49-3041,0.19882566786179479
49-3042,0.22008022549662354
49-3043,0.16760234471819355
49-3051,0.13953377404252607
49-3052,0.1602338204934967
49-3053,0.21222166691803412
49-3091,0.2357969795988563
49-3092,0.22331547100240026
49-3093,0.11743295450613865
49-9011,0.16215766752624033
49-9012,0.3122077598275973
49-9021,0.394843656578342
49-9031,0.21800183681189117
49-9041,0.2375777382630005
49-9043,0.21657921182752235
49-9044,0.17908422788870534
49-9045,0.2086668024230945
49-9051,0.24935711837265437
49-9052,0.3023150794765133
49-9061,0.26040111124974513
49-9062,0.25938906466440137
49-9063,0.20894329305200407
49-9064,0.21716346230200792
49-9071,0.2364754932123279
49-9081,0.1854153139661437
49-9091,0.23754734049476947
49-9092,0.25887408895063535
49-9094,0.2072362393255419
49-9095,0.24542411858780167
49-9096,0.24240536477386643
49-9097,0.13606264361299444
49-9098,0.15869879563772077
49-9099,0.3390321184625324
51-1011,0.328079313966134
51-2011,0.2597963593172056
51-2021,0.216565333697046
51-2028,0.25563619162342693
51-2031,0.27780352852130297
51-2041,0.2163984330276723
51-2051,0.23022903845722487
51-2061,0.35723942273374876
51-2090,0.3586808088580965
51-3011,0.24667726502009266
51-3021,0.31795700848701075
51-3022,0.28910365204092797
51-3023,0.1710585471683601
51-3091,0.28358692573026983
51-3092,0.2367846923741485
51-3093,0.1926691432712807
51-4021,0.26383466694416335
51-4022,0.25277775233884087
51-4023,0.2625142946634909
51-4031,0.2530693229048826
51-4032,0.21698224808407032
51-4033,0.2235564666290499
51-4034,0.26273454074050456
51-4035,0.2856023381482556
51-4041,0.22521515239767592
51-4051,0.16827167979838314
51-4052,0.1342329087732882
51-4061,0.22381308164481173
51-4062,0.2576320057872771
51-4071,0.14700655969197568
51-4072,0.22895481656855346
51-4081,0.28610604388826566
51-4111,0.19995596714979308
51-4121,0.1945618319799292
51-4122,0.247300574442754
51-4191,0.21797206868175154
51-4192,0.23137513004445848
51-4193,0.189269833862563
51-4194,0.24169494244657108
51-5111,0.2490845946695349
51-5112,0.2886318094133055
51-5113,0.1888881992421335
51-6011,0.4728111035004255
51-6021,0.1780495465391793
51-6031,0.24479370468616699
51-6041,0.20559286856058928
51-6042,0.2587430430022909
51-6051,0.20483135088028204
51-6052,0.13980526164574544
51-6061,0.26832912195340203
51-6062,0.2824135311649734
51-6063,0.26065154831643245
51-6064,0.19388071449987768
51-6091,0.22176652531043534
51-6092,0.2645163190695257
51-6093,0.2984676347594022
51-7011,0.2589556460461925
51-7021,0.3334125993438934
51-7031,0.2893296444613003
51-7032,0.27377092236770983
51-7041,0.2765441419614918
51-7042,0.25260140058904845
51-8011,0.30066938545275185
51-8012,0.2609640101627296
51-8013,0.23590614575225916
51-8021,0.25095960208763424
51-8031,0.20072005099091428
51-8091,0.21998200358205822
51-8092,0.19951169626745488
51-8093,0.3101260559860455
51-8099,0.24172021462042204
51-9011,0.28679784102947076
51-9012,0.26418447035627796
51-9021,0.263862202627765
51-9022,0.27023808417680356
51-9023,0.2711492731720215
51-9031,0.2677823659086909
51-9032,0.20920029408705448
51-9041,0.20567237647202263
51-9051,0.21342026214691215
51-9061,0.2630434504708394
51-9071,0.2681466396277275
51-9081,0.18290462283398873
51-9082,0.1510158427560072
51-9083,0.27495607219747414
51-9111,0.1749350968642998
51-9123,0.310550431652286
51-9124,0.19789188085912812
51-9141,0.2696493551109241
51-9151,0.22309266021838334
51-9161,0.2939389805185804
51-9162,0.36097261869156677
51-9191,0.2082530037421722
51-9192,0.24933764699189
51-9193,0.280677198277879
51-9194,0.2803681644538072
51-9195,0.1989545499096383
51-9196,0.24198675257555355
51-9197,0.3009302346195519
51-9198,0.15695535763318497
53-1041,0.3560090222785478
53-1047,0.4351303002500774
53-2011,0.23693282987705633
53-2012,0.2742040135220834
53-2021,0.2919440056341746
53-2022,0.35161605703773674
53-2031,0.45167702516345887
53-3011,0.30260616082171643
53-3031,0.2112304721831585
53-3032,0.18357806505363627
53-3033,0.20710921834374874
53-3051,0.2762430774407745
53-3052,0.29954540290600856
53-3053,0.28654559849435945
53-3054,0.30020716318064344
53-4011,0.2942683296131767
53-4013,0.164189349721068
53-4022,0.1711884559854244
53-4031,0.41077556147442573
53-4041,0.33995470837932856
53-5011,0.2647855798447999
53-5021,0.42084642668696814
53-5022,0.2938393588025655
53-5031,0.2540430407499928
53-6011,0.2619294428898406
53-6021,0.3573464784302218
53-6031,0.15695539294144192
53-6032,0.22968754908911634
53-6041,0.36743262681644734
53-6051,0.22911048838732925
53-6061,0.48677934182667404
53-7011,0.18369071417954758
53-7021,0.1784761629727584
53-7031,0.3282780845428364
53-7041,0.09836335736743301
53-7051,0.09168175275999824
53-7061,0.2976863751700774
53-7062,0.2080030528992873
53-7063,0.17502737823551462
53-7064,0.22552257878692855
53-7065,0.2084698719359563
53-7071,0.5712084457521884
53-7072,0.3369862187863647
53-7073,0.3490077968460003
53-7081,0.17316882179830995
53-7121,0.2783806418553779
