SOC,scope_moderate_or_higher_user
11-1011,0.6565931068304554
11-1021,0.6344294106337707
11-1031,0.6464919744642194
11-2011,0.6387218185732634
11-2021,0.6467043025433169
11-2022,0.658236081693705
11-2032,0.6546927709815695
11-2033,0.6597190609837031
11-3012,0.6375823452682061
11-3013,0.6434223681653601
11-3021,0.6596844393193911
11-3031,0.620795474513337
11-3051,0.6285265692690002
11-3061,0.6628898505603439
11-3071,0.671715143695623
11-3111,0.6631391615084202
11-3121,0.6390881874920709
11-3131,0.6380045052698966
11-9013,0.7521178262212133
11-9021,0.7214137645934522
11-9031,0.6411454512011746
11-9032,0.6773469669604539
11-9033,0.6549562374792992
11-9041,0.6779159625963759
11-9051,0.6542299734711339
11-9071,0.644344698109397
11-9072,0.7005578615781335
11-9081,0.6803883719560173
11-9111,0.690482982578215
11-9121,0.648506686061621
11-9131,0.6751315435635747
11-9141,0.6795671872153315
11-9151,0.6571431508212229
11-9161,0.644126004202125
11-9171,0.6719585714170235
11-9179,0.6925528930856659
11-9199,0.6363150690145097
13-1011,0.717345224103846
13-1020,0.66254838750929
13-1031,0.6586422481898626
13-1032,0.648818188550224
13-1041,0.6176553040989031
13-1051,0.685125340623923
13-1071,0.6338458422562145
13-1074,0.6752656332673344
13-1075,0.6318318020990324
13-1081,0.6875526073494815
13-1082,0.6593622402674054
13-1111,0.7124873895712813
13-1121,0.6085738209913447
13-1131,0.6339484739382404
13-1141,0.6440377810339103
13-1151,0.6749692453597251
13-1161,0.6853084212085394
13-1199,0.6558669565074176
13-2011,0.6085441888456647
13-2020,0.6344573903735393
13-2031,0.6383909820056913
13-2041,0.6348042213307422
13-2051,0.6503536293755403
13-2052,0.7271873040929301
13-2053,0.4939578051498163
13-2054,0.664661531632326
13-2061,0.683061852688241
13-2071,0.7059776079411015
13-2072,0.654475107805552
13-2081,0.6907291854383448
13-2082,0.666724982734973
13-2099,0.6425195520893615
15-1211,0.6718058554136118
15-1212,0.6453900241510766
15-1221,0.6173673433466845
15-1231,0.6995389160777316
15-1232,0.6555199079427482
15-1241,0.6532998903772501
15-1242,0.6447654885570304
15-1243,0.6586614402052541
15-1244,0.6745432415043561
15-1251,0.6389016441335005
15-1252,0.6544299592154434
15-1253,0.6863257312253968
15-1254,0.6767263324987398
15-1255,0.6311637015728334
15-1299,0.6563516786387633
15-2011,0.595397543058969
15-2021,0.675910372174629
15-2031,0.6394856016022895
15-2041,0.6613424729224269
15-2051,0.6755244674423844
15-2099,0.7061043104147036
17-1011,0.6194667260170412
17-1012,0.6369529605755275
17-1021,0.5902774743979985
17-1022,0.6046574612220318
17-2011,0.6042945817491151
17-2021,0.6175749994272208
17-2031,0.6877248419297048
17-2041,0.6311476285030952
17-2051,0.6415863178405226
17-2061,0.6968012773770441
17-2071,0.6432505466497728
17-2072,0.6771970058022733
17-2081,0.6647543577718799
17-2111,0.6520143538873006
17-2112,0.6680450137009054
17-2121,0.6634952574952511
17-2131,0.6394051597411905
17-2141,0.6664590407498517
17-2151,0.7089539490154425
17-2161,0.6229067851741754
17-2171,0.665757899728801
17-2199,0.6546295597671917
17-3011,0.6022125426399896
17-3012,0.5999538182818698
17-3013,0.5653326701956398
17-3021,0.65492875817335
17-3022,0.6034970935982968
17-3023,0.6589445574178396
17-3024,0.6909464986443523
17-3025,0.652454489769869
17-3026,0.6295007905136483
17-3027,0.6509612258950547
17-3028,0.663218881478462
17-3029,0.6975967033695903
17-3031,0.6249992030539935
19-1011,0.6721425165858537
19-1012,0.6447974066487838
19-1013,0.6282270038027281
19-1021,0.6683968643761539
19-1022,0.5927288924248773
19-1023,0.6106531029868947
19-1029,0.6547545591978592
19-1031,0.6416255280660652
19-1032,0.6303541967163039
19-1041,0.6249217269673463
19-1042,0.6192793591887574
19-2011,0.7028527830722491
19-2012,0.6557475877383906
19-2021,0.6368963559067545
19-2031,0.6995188623165614
19-2032,0.6696824126438666
19-2041,0.6175764910553232
19-2042,0.6061356409968612
19-2043,0.6238014566033997
19-2099,0.5840026701156419
19-3011,0.6446366618165176
19-3022,0.6558486491348965
19-3032,0.6401364620581022
19-3033,0.6084177804485393
19-3034,0.6518796150185199
19-3039,0.5571477937283431
19-3041,0.6827200680296983
19-3051,0.6991148471988811
19-3091,0.6078425308197952
19-3092,0.5763936084513206
19-3093,0.7107331595009002
19-3094,0.6933328147693585
19-3099,0.628437244749888
19-4012,0.6059433627479281
19-4013,0.610222464426578
19-4021,0.587850455178736
19-4031,0.618274451911269
19-4042,0.589532597963772
19-4043,0.6196627906767758
19-4044,0.6298561909837801
19-4051,0.599175931958931
19-4061,0.6574000984480912
19-4071,0.7040409624216165
19-4092,0.5782943996805255
19-4099,0.6124354773913113
19-5011,0.5669179988104148
19-5012,0.5422203034670044
21-1012,0.668228060074153
21-1013,0.5639477646861922
21-1015,0.5927109910037998
21-1018,0.5621562488892555
21-1021,0.6485640527425288
21-1022,0.5568986517533943
21-1023,0.5183861763506972
21-1091,0.6535432219830409
21-1092,0.6552508826639197
21-1093,0.6101489372906412
21-1094,0.6641622679959199
21-2011,0.6657331787706273
21-2021,0.6855661820104842
23-1011,0.5320629924562414
23-1012,0.4560884490619441
23-1021,0.39831057873852355
23-1022,0.41287107117150285
23-1023,0.388137574021064
23-2011,0.5435007850528735
23-2093,0.5584060852803727
25-1011,0.7176770546422004
25-1021,0.7355409277899371
25-1022,0.708628513688918
25-1031,0.7224122661611639
25-1032,0.7466947451748571
25-1041,0.7414754822209648
25-1042,0.7379161824392296
25-1043,0.7488606735883541
25-1051,0.7286804025772915
25-1052,0.6988704460115855
25-1053,0.7376165391151984
25-1054,0.7382968001725172
25-1061,0.7349826352355956
25-1062,0.7208512913765401
25-1063,0.7281056220840029
25-1064,0.7378123816871246
25-1065,0.7287200671049033
25-1066,0.7321186581349765
25-1067,0.7345168582385472
25-1071,0.7314564183445
25-1072,0.7209923907632532
25-1081,0.7252192045498215
25-1082,0.7203707864566828
25-1111,0.7196421916659633
25-1112,0.7204389642930508
25-1113,0.7394413095211217
25-1121,0.7215544061136508
25-1122,0.7149287057525384
25-1123,0.7305209525145576
25-1124,0.7208833671601699
25-1125,0.7210214790481796
25-1126,0.7214932174759876
25-1192,0.7127218757955468
25-1193,0.7239825700238689
25-1194,0.6953720480000831
25-2011,0.6286478898713099
25-2012,0.6638336487586864
25-2021,0.671554418023864
25-2022,0.6572449477532257
25-2023,0.6490551730641078
25-2031,0.6532452328622479
25-2032,0.6563629730194065
25-2051,0.6593486679232838
25-2052,0.6613520236533842
25-2057,0.6712134210347908
25-2058,0.6722965737387261
25-2059,0.6543815998031839
25-3011,0.6696220948502286
25-3021,0.6710858171940061
25-3031,0.6244866277383263
25-3041,0.719351489946651
25-4011,0.7061594045154395
25-4012,0.6847524173230835
25-4013,0.6682752100267874
25-4022,0.6585398801284632
25-4031,0.717606031776928
25-9021,0.7093183129563859
25-9031,0.6953075108463989
25-9044,0.7078157573273244
25-9045,0.6341498816229598
27-1011,0.6073694203335424
27-1012,0.6373082807998709
27-1013,0.6162340034319942
27-1014,0.5133679550235604
27-1021,0.6213068090616444
27-1022,0.6270182524845609
27-1023,0.6306949504559584
27-1024,0.6073801003549965
27-1025,0.6728918016590523
27-1026,0.6150702395738668
27-1027,0.6331396795219847
27-2011,0.7151879304223796
27-2012,0.6245366327296286
27-2021,0.5120539659441345
27-2022,0.5887810997348902
27-2023,0.5436109054146824
27-2031,0.6354544655983141
27-2032,0.5755376211437327
27-2041,0.5459983011429671
27-2042,0.7109208222760329
27-2091,0.724713734353038
27-3011,0.7453444230643572
27-3023,0.6945769903008391
27-3031,0.7255874959091295
27-3041,0.6777345224691662
27-3042,0.6947202154566454
27-3043,0.7539209633281557
27-3091,0.7307846472414482
27-3092,0.5228796095786512
27-4011,0.6636688204089771
27-4012,0.678170042390648
27-4014,0.6527185276094608
27-4015,0.6611997157901033
27-4021,0.7040239946775259
27-4031,0.6756966855864569
27-4032,0.6681031306170561
29-1011,0.5325703656184914
29-1021,0.5040258953875701
29-1022,0.5219118402091141
29-1023,0.5368812638235463
29-1024,0.45643591710226566
29-1031,0.5984588749597473
29-1041,0.3507513161504572
29-1051,0.6289677511580529
29-1071,0.5445364608036448
29-1081,0.4944101726280731
29-1122,0.5572521677779753
29-1123,0.6018183845421139
29-1124,0.48677372510333783
29-1125,0.5024920290194439
29-1126,0.5284087121445528
29-1127,0.5735764343363667
29-1128,0.6062430094058153
29-1129,0.5367263270751813
29-1131,0.5419171907093618
29-1141,0.551525409459779
29-1151,0.5761419773302779
29-1161,0.5528601571253452
29-1171,0.5344536858596665
29-1181,0.5884406145180219
29-1211,0.4375970368022389
29-1212,0.5859202825889027
29-1213,0.5245326349713533
29-1214,0.5295813606936978
29-1215,0.5704563641606852
29-1216,0.5917293266258633
29-1217,0.4929772316889759
29-1218,0.5732765417894683
29-1221,0.5791785261413209
29-1222,0.47696270141970376
29-1223,0.4995779142838784
29-1224,0.5220630233943547
29-1229,0.5099009812677596
29-1241,0.4664442052135956
29-1242,0.47658119582025055
29-1243,0.49528882152787623
29-1291,0.49875231709743684
29-1292,0.5512497136699448
29-1299,0.5090632916801314
29-2010,0.5136711645544985
29-2031,0.5150314184825648
29-2032,0.5193680123461907
29-2033,0.6267756954883881
29-2034,0.5353498208218903
29-2035,0.5258029315726319
29-2036,0.5844515339030822
29-2042,0.5008129730115464
29-2043,0.6379081629081558
29-2051,0.5360189401202056
29-2052,0.6515300567752348
29-2053,0.45423774668384964
29-2055,0.32469646235997046
29-2056,0.511812267511284
29-2057,0.49751838491260286
29-2061,0.49584618860676855
29-2072,0.6377531676698386
29-2081,0.44213287294594017
29-2091,0.4436600995678679
29-2092,0.5306199760432684
29-2099,0.5474072287414847
29-9021,0.6726149739195809
29-9091,0.546586980189237
29-9092,0.6444634850969826
29-9093,0.36939930675027366
29-9099,0.5483396709202488
31-1120,0.5477446173373433
31-1131,0.44221311278360076
31-1132,0.2852376628387179
31-1133,0.474343542706297
31-2011,0.5007624259914615
31-2012,0.5922830304041649
31-2021,0.4870485198446742
31-2022,0.5018673019482079
31-9011,0.5927017453070021
31-9091,0.41588710147185765
31-9092,0.5363358221230126
31-9093,0.5212011144028798
31-9094,0.6649780834080791
31-9095,0.5350573672807081
31-9096,0.45280533316240523
31-9097,0.39457968481521993
31-9099,0.536393172661022
33-1011,0.5801900983017533
33-1012,0.6227340835526471
33-1021,0.533247914427326
33-1091,0.6358696765917561
33-2011,0.5990235619078392
33-2021,0.5607744876203886
33-2022,0.5216676129750877
33-3011,0.6368450371650747
33-3012,0.49553732294579894
33-3021,0.5631386111323856
33-3031,0.5718924000539236
33-3041,0.6076581620606065
33-3051,0.6067967867403391
33-3052,0.5096999203254778
33-9011,0.666761053682871
33-9021,0.5143255091439164
33-9031,0.5817810617980969
33-9032,0.6873626933480078
33-9091,0.45868995874619306
33-9092,0.6161642468537333
33-9093,0.5922940951537542
33-9094,0.6529500378550565
33-9099,0.5426871718861153
35-1011,0.6170795366062125
35-1012,0.6518187455162615
35-2011,0.6702469334915656
35-2012,0.644070577140554
35-2013,0.6796548014840846
35-2014,0.6563412249306885
35-2015,0.672072958870198
35-2021,0.6522450105024382
35-3011,0.6538430565611533
35-3023,0.655698209141354
35-3031,0.6895536140965146
35-3041,0.6259045129275522
35-9011,0.5646933293338013
35-9021,0.6408910464505
35-9031,0.7162618240512453
37-1011,0.7055963063823112
37-1012,0.6842695286984914
37-2011,0.7030413343917824
37-2012,0.7020051072878172
37-2021,0.6834306036934279
37-3011,0.5830100637450966
37-3012,0.6358920198908766
37-3013,0.5557485749737507
39-1013,0.6753480469913965
39-1014,0.7147781269188228
39-1022,0.722892002104836
39-2011,0.6399153494764291
39-2021,0.7177111438331513
39-3011,0.6979658308264948
39-3012,0.6912470427793949
39-3021,0.6670778838640271
39-3031,0.6362557223628185
39-3091,0.7302512431991028
39-3092,0.6365867191636865
39-3093,0.6750988885361722
39-4011,0.35458477236631547
39-4012,0.5771912716137109
39-4021,0.5369291289220856
39-4031,0.5331440441331979
39-5011,0.6943399616190585
39-5012,0.6518018175591521
39-5091,0.6147190391684282
39-5092,0.6647469657180872
39-5093,0.6695358044092091
39-5094,0.6298147873549784
39-6011,0.48112751231935835
39-6012,0.6807381596371257
39-7010,0.6527040702029614
39-9011,0.6071459924765927
39-9031,0.6888062612702367
39-9032,0.6920901666106473
39-9041,0.6156341707820804
41-1011,0.6827891050610229
41-1012,0.710141126407319
41-2011,0.7132792643429057
41-2012,0.6132583396359783
41-2021,0.7090973803646431
41-2022,0.6779278903495091
41-2031,0.7138290362697802
41-3011,0.6945093312698508
41-3021,0.655136397458958
41-3031,0.6891437179846207
41-3041,0.6878892058606753
41-3091,0.7536274527294228
41-4011,0.7112455774698629
41-4012,0.7117709530602567
41-9011,0.7457950136874166
41-9012,0.7191572670493072
41-9021,0.645182503450468
41-9022,0.6953849009397608
41-9031,0.7097590201309145
41-9041,0.7863100591942637
41-9091,0.67654927296056
43-1011,0.732239441470737
43-2011,0.7389518995170894
43-2021,0.7284609793136142
43-3011,0.7551699205524863
43-3021,0.6395013909247199
43-3031,0.6473038007107591
43-3041,0.6198089626995186
43-3051,0.6598073954217757
43-3061,0.6679516767579805
43-3071,0.6651311249415367
43-4011,0.7034177123855252
43-4021,0.6541733320930107
43-4031,0.6752073380592484
43-4041,0.6378874257985807
43-4051,0.774375100259803
43-4061,0.6574095195718698
43-4071,0.6571730352669658
43-4081,0.7199799511356992
43-4111,0.7208123924242213
43-4121,0.684619624268081
43-4131,0.6975814001601154
43-4141,0.7414400526756838
43-4151,0.6880217885313169
43-4161,0.6747249095935299
43-4171,0.7364859759427517
43-4181,0.728565567070264
43-5011,0.6691275488549562
43-5021,0.5114739577799114
43-5031,0.7160379207831485
43-5032,0.7074518368157476
43-5041,0.6579627950659612
43-5051,0.6541861712844634
43-5052,0.695013094368514
43-5053,0.6136628853209165
43-5061,0.6308119657401754
43-5071,0.6185850367777599
43-5111,0.5625117997028163
43-6011,0.7059298381593125
43-6012,0.6289839205200094
43-6013,0.6892889694930552
43-6014,0.6991476812891346
43-9021,0.6405704832478193
43-9022,0.6743670162682712
43-9031,0.660818973435821
43-9041,0.6793690217555295
43-9051,0.571494435745541
43-9061,0.6910390499863501
43-9071,0.663965755835695
43-9081,0.6216292240409595
43-9111,0.6714120557003986
45-1011,0.6643176730095955
45-2011,0.4910309390473854
45-2021,0.6784778766304104
45-2041,0.6469901562979226
45-2091,0.5920103123488549
45-2092,0.6076097942559265
45-2093,0.6382408166843722
45-3031,0.6026949492445505
45-4011,0.5962549760633695
45-4021,0.5091027619572898
45-4022,0.5651430006755893
45-4023,0.5781903087118012
47-1011,0.7350750113134972
47-2011,0.6350896134030326
47-2021,0.6481893037862634
47-2022,0.6514991690996945
47-2031,0.6717261186023804
47-2041,0.6177074548772276
47-2042,0.6139946375886811
47-2043,0.5694810383186983
47-2044,0.6561433955846768
47-2051,0.6263153971151824
47-2053,0.6070524526564249
47-2061,0.5388955845042702
47-2071,0.44081761561671917
47-2072,0.5532207870887067
47-2073,0.4799315833918927
47-2081,0.6391861291750416
47-2082,0.6268728561073593
47-2111,0.6468844454029866
47-2121,0.5928243892954089
47-2131,0.5769767722485897
47-2132,0.6315614432736524
47-2141,0.6460904551923401
47-2142,0.5951520063419676
47-2151,0.5401062616844939
47-2152,0.5818087771815239
47-2161,0.6305124317888786
47-2171,0.6353358646004068
47-2181,0.6309542309714938
47-2211,0.6111480576239208
47-2221,0.6105009273326752
47-2231,0.6664913512544536
47-3011,0.6719355561604349
47-3012,0.6425473931319878
47-3013,0.6068215767962954
47-3014,0.6478332701502983
47-3015,0.5496801820809614
47-3016,0.6260488117726938
47-4011,0.6057452522045133
47-4021,0.6616426458016401
47-4031,0.6521079725227381
47-4041,0.7623153224688863
47-4051,0.4723435517151424
47-4061,0.4699155601279156
47-4071,0.6443590556668988
47-4090,0.6734060439878718
47-5011,0.7215000275317665
47-5012,0.6588990462002291
47-5013,0.6688729111220303
47-5022,0.43593940901714506
47-5023,0.5089757024248805
47-5032,0.6612801208723675
47-5041,0.47967575910751353
47-5043,0.5329611889912725
47-5044,0.602110891477756
47-5051,0.34071585476513233
47-5071,0.5875075956235792
47-5081,0.5026432816645627
49-1011,0.6772075340705863
49-2011,0.6645216743416493
49-2021,0.6271741942269701
49-2022,0.6463673740268202
49-2091,0.6681190218874413
49-2092,0.6638580982775742
49-2093,0.6206548693067574
49-2094,0.6143881789368614
49-2095,0.6872061209568954
49-2096,0.6456446688795704
49-2097,0.6042892634456182
49-2098,0.6708023332900365
49-3011,0.6465945176508199
49-3021,0.6323625076829593
49-3022,0.5544208935078336
49-3023,0.6388208496125376
49-3031,0.6230884957976901
49-3041,0.6532384196049575
49-3042,0.6628864191241788
49-3043,0.645227905334207
49-3051,0.6156002225212793
49-3052,0.6154154399051819
49-3053,0.6600043843558169
49-3091,0.7152978815232298
49-3092,0.6645912779028375
49-3093,0.6518854630738613
49-9011,0.6607620859031289
49-9012,0.6673037771737017
49-9021,0.6503843257520335
49-9031,0.6583519058967087
49-9041,0.6545185598890626
49-9043,0.687934712243391
49-9044,0.6749418079732572
49-9045,0.6070374294949072
49-9051,0.6389250185736113
49-9052,0.6755605587056697
49-9061,0.6641162847955099
49-9062,0.6414459191435682
49-9063,0.6567161226429838
49-9064,0.6775994336945695
49-9071,0.6734845476396293
49-9081,0.6019743860342494
49-9091,0.6736050341186506
49-9092,0.6706240537522674
49-9094,0.6455850195138589
49-9095,0.6467636095229172
49-9096,0.6552865150218903
49-9097,0.6457837320406734
49-9098,0.6542142457985785
49-9099,0.6488233334503671
51-1011,0.62948422992804
51-2011,0.6942580767524714
51-2021,0.6666826366105384
51-2028,0.6401533559866631
51-2031,0.6841119164892259
51-2041,0.6840986969774977
51-2051,0.584704051463692
51-2061,0.6315407295190933
51-2090,0.6494335665496913
51-3011,0.6547806810116398
51-3021,0.6324177166371991
51-3022,0.6299444976669133
51-3023,0.4627197870879657
51-3091,0.5948946302709095
51-3092,0.6946524377639662
51-3093,0.6614183443018723
51-4021,0.672415014431178
51-4022,0.7395637001895311
51-4023,0.6785602069093201
51-4031,0.7247076003288413
51-4032,0.6466633533736887
51-4033,0.7145945487047257
51-4034,0.7357750269114638
51-4035,0.7214733736402942
51-4041,0.6887685788427746
51-4051,0.6001585582774445
51-4052,0.5530635519109545
51-4061,0.6945021244349048
51-4062,0.6881476422389646
51-4071,0.639358283172106
51-4072,0.6964739863732147
51-4081,0.6947276179701661
51-4111,0.6635579598916552
51-4121,0.6036142138075011
51-4122,0.6149537053352462
51-4191,0.6219609139723938
51-4192,0.6772730036399461
51-4193,0.7255302916206025
51-4194,0.6888160988154274
51-5111,0.7663428438221184
51-5112,0.6269540623444545
51-5113,0.6251246324841256
51-6011,0.67713344334666
51-6021,0.7906180492122545
51-6031,0.6111256135435155
51-6041,0.6197392518509255
51-6042,0.6208861235714113
51-6051,0.6042059062706291
51-6052,0.6237676512006688
51-6061,0.6449276404421586
51-6062,0.7061636704825189
51-6063,0.6998622830881248
51-6064,0.6959520842322839
51-6091,0.6707981526363281
51-6092,0.6415072436578799
51-6093,0.6586387576062465
51-7011,0.6461397598484967
51-7021,0.6841105158617736
51-7031,0.6769419253981929
51-7032,0.6739202129137261
51-7041,0.649872212785594
51-7042,0.6728449437677922
51-8011,0.46406091596367016
51-8012,0.41301452644991926
51-8013,0.4447913553308508
51-8021,0.5588759779012006
51-8031,0.7442583078588493
51-8091,0.654365484115504
51-8092,0.45909430148793334
51-8093,0.5577396353272978
51-8099,0.5550537173682359
51-9011,0.6414361807194403
51-9012,0.6237801016097614
51-9021,0.63265980161414
51-9022,0.6143357012728528
51-9023,0.5965448857700879
51-9031,0.6197635328110345
51-9032,0.6967803523028736
51-9041,0.6980825760273273
51-9051,0.5822085790530126
51-9061,0.6126878503354846
51-9071,0.6084489966171153
51-9081,0.4968048952103417
51-9082,0.5004121009025521
51-9083,0.6580359355978191
51-9111,0.6606665700813699
51-9123,0.6690859354975124
51-9124,0.6984341109744289
51-9141,0.5617873755913352
51-9151,0.6782604346058384
51-9161,0.6827833114786741
51-9162,0.7170757412571303
51-9191,0.5756670277699598
51-9192,0.6510789647418249
51-9193,0.6251640711506841
51-9194,0.6029317220543495
51-9195,0.6019628187375569
51-9196,0.5407108274055331
51-9197,0.6485482491480706
51-9198,0.6619575896763635
53-1041,0.4638615060139304
53-1047,0.6613277681258298
53-2011,0.5835631428147819
53-2012,0.6311655564346194
53-2021,0.5312737402539367
53-2022,0.642414935234957
53-2031,0.726601247912149
53-3011,0.7062813220324665
53-3031,0.6902598522832912
53-3032,0.5635147741099477
53-3033,0.554674822897065
53-3051,0.6010948534925137
53-3052,0.6714101793299426
53-3053,0.6418128072261796
53-3054,0.6823358541403101
53-4011,0.5881199220347626
53-4013,0.5813150571921168
53-4022,0.5218850399413271
53-4031,0.569690479217059
53-4041,0.6130860138169769
53-5011,0.6165676505178487
53-5021,0.5840192650376755
53-5022,0.5011229464500291
53-5031,0.5531218608274282
53-6011,0.5633250012148489
53-6021,0.6739378899955693
53-6031,0.6525518108494991
53-6032,0.6395636219444693
53-6041,0.6893240213104763
53-6051,0.6709031306786142
53-6061,0.7193314691825994
53-7011,0.6012022991278008
53-7021,0.5889276808462492
53-7031,0.32713020821099736
53-7041,0.7050978686657743
53-7051,0.49949896932584215
53-7061,0.675080911124064
53-7062,0.6752556256597891
53-7063,0.6091507869540306
53-7064,0.5683018943638191
53-7065,0.6204800410113013
53-7071,0.5722401433541062
53-7072,0.571021848473708
53-7073,0.5811677274560509
53-7081,0.6509084172277885
53-7121,0.6625136284689457
